original_filename,new_filename,main_category,specific_food_name,image_description,width,height,orientation,quality_score,duplicate_status,source_url,downloaded_or_original,recommended_website_usage
076-chicken-broccoli-meal-11665404.jpg,Chinese-Food/teriyaki-chicken-rice-bento/teriyaki-chicken-rice-bento-01.jpg,Chinese-Food,teriyaki-chicken-rice-bento,rice bento with glazed chicken and vegetables,1733,1300,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-delicious-food-11665404/,original,food-card
077-chicken-broccoli-meal-32287751.jpg,Healthy-Light-Meals/chicken-broccoli-meal-prep/chicken-broccoli-meal-prep-01.jpg,Healthy-Light-Meals,chicken-broccoli-meal-prep,chicken broccoli rice meal prep box,1733,1300,landscape,92,unique,https://www.pexels.com/photo/healthy-lunch-box-with-rice-and-vegetables-32287751/,original,food-card
078-chicken-broccoli-meal-38499488.jpg,Western-Food/grilled-chicken-salad-plate/grilled-chicken-salad-plate-01.jpg,Western-Food,grilled-chicken-salad-plate,grilled chicken with salad plate,1733,1300,landscape,92,unique,https://www.pexels.com/photo/delicious-chicken-dinner-with-vegetables-and-gravy-38499488/,original,food-card
079-chicken-broccoli-meal-7111388.jpg,Healthy-Light-Meals/chicken-broccoli-rice-bowl/chicken-broccoli-rice-bowl-01.jpg,Healthy-Light-Meals,chicken-broccoli-rice-bowl,chicken broccoli rice bowl,1880,1255,landscape,92,unique,https://www.pexels.com/photo/rice-with-green-vegetables-and-brown-chopsticks-on-white-bowl-7111388/,original,food-card
080-chicken-broccoli-meal-9213861.jpg,Healthy-Light-Meals/chicken-broccoli-salad-bake/chicken-broccoli-salad-bake-01.jpg,Healthy-Light-Meals,chicken-broccoli-salad-bake,chicken broccoli salad bake,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-close-up-shot-of-a-pasta-dish-9213861/,original,food-card
081-chicken-broccoli-meal-1247677.jpg,Western-Food/grilled-chicken-asparagus-plate/grilled-chicken-asparagus-plate-01.jpg,Western-Food,grilled-chicken-asparagus-plate,grilled chicken with asparagus,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-meat-with-green-ladies-finger-vegetable-on-white-ceramic-plate-1247677/,original,food-card
082-chicken-broccoli-meal-6048196.jpg,Healthy-Light-Meals/chicken-egg-broccoli-bowl/chicken-egg-broccoli-bowl-01.jpg,Healthy-Light-Meals,chicken-egg-broccoli-bowl,chicken egg broccoli bowl,1880,1253,landscape,92,unique,https://www.pexels.com/photo/cooked-meat-with-sliced-eggs-and-sliced-carrots-on-black-ceramic-plate-6048196/,original,food-card
083-chicken-broccoli-meal-36936953.jpg,Western-Food/grilled-chicken-potato-plate/grilled-chicken-potato-plate-01.jpg,Western-Food,grilled-chicken-potato-plate,grilled chicken with potatoes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-chicken-with-vegetables-and-sauce-36936953/,original,food-card
084-chicken-broccoli-meal-7367223.jpg,Healthy-Light-Meals/avocado-chicken-meal-plate/avocado-chicken-meal-plate-01.jpg,Healthy-Light-Meals,avocado-chicken-meal-plate,avocado chicken meal plate with laptop,1880,1055,landscape,68,unique,https://www.pexels.com/photo/closeup-of-a-person-eating-dinner-and-looking-at-laptop-screen-7367223/,original,promotional-banner
085-chicken-broccoli-meal-10017.jpg,Western-Food/mixed-western-brunch-plate/mixed-western-brunch-plate-01.jpg,Western-Food,mixed-western-brunch-plate,mixed brunch plate with salad and rings,1880,1245,landscape,92,unique,https://www.pexels.com/photo/food-served-on-table-10017/,original,gallery
086-chicken-broccoli-meal-13990470.jpg,Western-Food/glazed-chicken-vegetable-plate/glazed-chicken-vegetable-plate-01.jpg,Western-Food,glazed-chicken-vegetable-plate,glazed chicken vegetable plate,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-close-up-shot-of-a-delicious-meal-13990470/,original,food-card
087-chicken-broccoli-meal-8995196.jpg,Western-Food/chicken-brussels-sprouts/chicken-brussels-sprouts-01.jpg,Western-Food,chicken-brussels-sprouts,chicken with brussels sprouts,1302,1300,landscape,92,unique,https://www.pexels.com/photo/top-view-of-delicious-food-with-broccoli-in-a-white-plate-8995196/,original,food-card
088-chicken-broccoli-meal-21517324.jpg,Western-Food/roasted-chicken-vegetable-plate/roasted-chicken-vegetable-plate-01.jpg,Western-Food,roasted-chicken-vegetable-plate,roasted chicken with vegetables,1880,1156,landscape,92,unique,https://www.pexels.com/photo/fried-chicken-with-mushrooms-and-vegetables-21517324/,original,food-card
089-chicken-broccoli-meal-21517321.jpg,duplicates/roasted-chicken-vegetable-plate/roasted-chicken-vegetable-plate-02.jpg,Western-Food,roasted-chicken-vegetable-plate,roasted chicken with vegetables,1880,1058,landscape,74,similar-duplicate,https://www.pexels.com/photo/chicken-and-vegetables-on-a-plate-21517321/,original,food-card
090-chicken-broccoli-meal-8859010.jpg,Western-Food/salmon-broccoli-plate/salmon-broccoli-plate-01.jpg,Western-Food,salmon-broccoli-plate,salmon with broccoli and potatoes,1880,1253,landscape,92,unique,https://www.pexels.com/photo/meat-in-crispy-breadcrumbs-with-broccoli-8859010/,original,food-card
091-chicken-broccoli-meal-9893216.jpg,Healthy-Light-Meals/chicken-avocado-salad/chicken-avocado-salad-01.jpg,Healthy-Light-Meals,chicken-avocado-salad,chicken avocado salad,1733,1300,landscape,92,unique,https://www.pexels.com/photo/healthy-vegetable-salad-in-a-ceramic-dish-9893216/,original,food-card
092-chicken-broccoli-meal-9213884.jpg,duplicates/vegetable-snack-platter/vegetable-snack-platter-02.jpg,Healthy-Light-Meals,vegetable-snack-platter,vegetable snack platter with dip,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/vegetable-salad-beside-clear-glass-of-water-9213884/,original,gallery
093-chicken-broccoli-meal-19938618.jpg,Western-Food/grilled-chicken-sauce-plate/grilled-chicken-sauce-plate-01.jpg,Western-Food,grilled-chicken-sauce-plate,grilled chicken with sauces,1880,1253,landscape,92,unique,https://www.pexels.com/photo/meal-of-plate-19938618/,original,menu-section
094-chicken-broccoli-meal-8697537.jpg,Western-Food/grilled-fish-potato-plate/grilled-fish-potato-plate-01.jpg,Western-Food,grilled-fish-potato-plate,grilled fish with potatoes and broccoli,1303,1300,landscape,92,unique,https://www.pexels.com/photo/cooked-food-on-white-ceramic-plate-8697537/,original,food-card
095-chicken-broccoli-meal-5860603.jpg,duplicates/chicken-broccoli-meal-prep/chicken-broccoli-meal-prep-02.jpg,Healthy-Light-Meals,chicken-broccoli-meal-prep,chicken broccoli rice meal prep box,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/healthy-meal-packed-in-a-box-5860603/,original,food-card
096-chicken-broccoli-meal-8994589.jpg,Western-Food/fried-chicken-salad-plate/fried-chicken-salad-plate-01.jpg,Western-Food,fried-chicken-salad-plate,fried chicken with salad,1733,1300,landscape,92,unique,https://www.pexels.com/photo/close-up-shot-of-delicious-food-8994589/,original,food-card
097-chicken-broccoli-meal-16845753.jpg,duplicates/grilled-chicken-vegetable-plate/grilled-chicken-vegetable-plate-02.jpg,Western-Food,grilled-chicken-vegetable-plate,grilled chicken with potatoes and vegetables,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/dinner-with-chicken-in-sauce-16845753/,original,food-card
098-chicken-broccoli-meal-37529064.jpg,Western-Food/grilled-steak-vegetable-plate/grilled-steak-vegetable-plate-01.jpg,Western-Food,grilled-steak-vegetable-plate,grilled steak with mashed potatoes and vegetables,1880,1058,landscape,92,unique,https://www.pexels.com/photo/delicious-dinner-plate-with-gourmet-meal-37529064/,original,food-card
099-chicken-broccoli-meal-9760214.jpg,duplicates/creamy-chicken-broccoli-bowl/creamy-chicken-broccoli-bowl-04.jpg,Western-Food,creamy-chicken-broccoli-bowl,creamy chicken broccoli bowl,1880,1253,landscape,74,similar-duplicate,https://www.pexels.com/photo/close-up-photo-of-chicken-pasta-with-broccoli-in-a-white-bowl-9760214/,original,food-card
100-chicken-broccoli-meal-11299745.jpg,Western-Food/chicken-rice-dinner-plate/chicken-rice-dinner-plate-01.jpg,Western-Food,chicken-rice-dinner-plate,chicken rice dinner plate,1880,1257,landscape,92,unique,https://www.pexels.com/photo/a-set-of-fried-rice-and-meat-with-vegetable-meal-in-a-black-plate-near-a-fork-and-knife-11299745/,original,food-card
chinese-food-beef-noodles-32708186.jpg,Chinese-Food/beef-noodles/beef-noodles-01.jpg,Chinese-Food,beef-noodles,beef noodles from Pexels search result,1732,1300,landscape,92,unique,https://www.pexels.com/photo/delicious-asian-beef-soup-with-vegetables-32708186/,downloaded,food-card
chinese-food-beef-noodles-1907229.jpg,Chinese-Food/beef-noodles/beef-noodles-02.jpg,Chinese-Food,beef-noodles,beef noodles from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/cooked-noodles-on-ceramic-bowl-1907229/,downloaded,food-card
chinese-food-beef-noodles-33571857.jpg,Chinese-Food/beef-noodles/beef-noodles-03.jpg,Chinese-Food,beef-noodles,beef noodles from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/traditional-taiwanese-beef-noodle-soup-in-chiayi-33571857/,downloaded,food-card
chinese-food-beef-noodles-36783995.jpg,Chinese-Food/beef-noodles/beef-noodles-04.jpg,Chinese-Food,beef-noodles,beef noodles from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-bowl-of-spicy-asian-beef-noodle-soup-36783995/,downloaded,food-card
chinese-food-fried-rice-28503589.jpg,Chinese-Food/fried-rice/fried-rice-01.jpg,Chinese-Food,fried-rice,fried rice from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-fried-rice-with-omelette-garnish-28503589/,downloaded,food-card
chinese-food-fried-rice-13065212.jpg,Chinese-Food/fried-rice/fried-rice-02.jpg,Chinese-Food,fried-rice,fried rice from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/fried-rice-in-a-bowl-13065212/,downloaded,food-card
chinese-food-fried-rice-5409016.jpg,Chinese-Food/fried-rice/fried-rice-03.jpg,Chinese-Food,fried-rice,fried rice from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/rice-meal-with-brown-sauce-on-oval-plate-5409016/,downloaded,food-card
chinese-food-fried-rice-31710629.jpg,Chinese-Food/fried-rice/fried-rice-04.jpg,Chinese-Food,fried-rice,fried rice from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/gourmet-seafood-fried-rice-on-rustic-table-31710629/,downloaded,food-card
chinese-food-shrimp-dumplings-32393810.jpg,Chinese-Food/shrimp-dumplings/shrimp-dumplings-01.jpg,Chinese-Food,shrimp-dumplings,shrimp dumplings from Pexels search result,1880,1155,landscape,92,unique,https://www.pexels.com/photo/steamed-dim-sum-in-bamboo-steamers-32393810/,downloaded,food-card
chinese-food-shrimp-dumplings-31261436.jpg,Chinese-Food/shrimp-dumplings/shrimp-dumplings-02.jpg,Chinese-Food,shrimp-dumplings,shrimp dumplings from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-steamed-shrimp-dumplings-in-bamboo-basket-31261436/,downloaded,food-card
chinese-food-shrimp-dumplings-32393812.jpg,Chinese-Food/shrimp-dumplings/shrimp-dumplings-03.jpg,Chinese-Food,shrimp-dumplings,shrimp dumplings from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/steamed-dim-sum-dumplings-in-bamboo-basket-32393812/,downloaded,food-card
chinese-food-shrimp-dumplings-32393811.jpg,Chinese-Food/shrimp-dumplings/shrimp-dumplings-04.jpg,Chinese-Food,shrimp-dumplings,shrimp dumplings from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/close-up-of-steamed-shumai-in-bamboo-steamer-32393811/,downloaded,food-card
chinese-food-tomato-scrambled-eggs-37332248.jpg,Chinese-Food/tomato-scrambled-eggs/tomato-scrambled-eggs-01.jpg,Chinese-Food,tomato-scrambled-eggs,tomato scrambled eggs from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-japanese-omurice-with-rich-tomato-sauce-37332248/,downloaded,food-card
chinese-food-tomato-scrambled-eggs-20044229.jpg,Western-Food/omelette-with-tomato-sauce/omelette-with-tomato-sauce-01.jpg,Western-Food,omelette-with-tomato-sauce,omelette topped with tomato sauce,1880,1253,landscape,92,unique,https://www.pexels.com/photo/roasted-bread-scramble-eggs-and-tomato-salad-20044229/,downloaded,food-card
chinese-food-tomato-scrambled-eggs-3904924.jpg,Chinese-Food/egg-fried-rice/egg-fried-rice-01.jpg,Chinese-Food,egg-fried-rice,egg fried rice in a small pan,1880,1253,landscape,92,unique,https://www.pexels.com/photo/food-in-a-stainless-pot-3904924/,downloaded,food-card
chinese-food-tomato-scrambled-eggs-7696496.jpg,review-needed/cooking-prep-batter/cooking-prep-batter-01.jpg,review-needed,cooking-prep-batter,cooking preparation image; finished dish unclear,1880,1253,landscape,58,needs-review,https://www.pexels.com/photo/cooked-food-in-the-frying-pan-7696496/,downloaded,background
chinese-food-mapo-tofu-15177422.jpg,review-needed/unidentified-chinese-hot-pot/unidentified-chinese-hot-pot-01.jpg,review-needed,unidentified-chinese-hot-pot,Chinese-style hot pot or braised dish; exact dish unclear,1880,1253,landscape,58,needs-review,https://www.pexels.com/photo/food-in-pot-15177422/,downloaded,review-needed
chinese-food-mapo-tofu-38453084.jpg,Chinese-Food/mapo-tofu/mapo-tofu-01.jpg,Chinese-Food,mapo-tofu,mapo tofu from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-asian-tofu-rice-dish-on-wooden-table-38453084/,downloaded,food-card
chinese-food-mapo-tofu-6646166.jpg,Chinese-Food/spicy-beef-noodles/spicy-beef-noodles-01.jpg,Chinese-Food,spicy-beef-noodles,spicy noodles with meat and sauce,1880,1253,landscape,92,unique,https://www.pexels.com/photo/dried-noodles-and-tofu-on-a-ceramic-plate-6646166/,downloaded,food-card
chinese-food-mapo-tofu-29902068.jpg,Chinese-Food/mapo-tofu/mapo-tofu-02.jpg,Chinese-Food,mapo-tofu,mapo tofu from Pexels search result,1880,1255,landscape,92,unique,https://www.pexels.com/photo/delicious-tofu-stew-in-rustic-pot-29902068/,downloaded,food-card
chinese-food-kung-pao-chicken-30708204.jpg,Chinese-Food/kung-pao-chicken/kung-pao-chicken-01.jpg,Chinese-Food,kung-pao-chicken,kung pao chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-kung-pao-chicken-on-white-plate-30708204/,downloaded,food-card
chinese-food-kung-pao-chicken-36694549.jpg,Chinese-Food/kung-pao-chicken/kung-pao-chicken-02.jpg,Chinese-Food,kung-pao-chicken,kung pao chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-kung-pao-chicken-on-white-plate-36694549/,downloaded,food-card
chinese-food-kung-pao-chicken-30604610.jpg,Chinese-Food/kung-pao-chicken/kung-pao-chicken-03.jpg,Chinese-Food,kung-pao-chicken,kung pao chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-indo-chinese-schezwan-chicken-stir-fry-30604610/,downloaded,food-card
chinese-food-kung-pao-chicken-10692530.jpg,review-needed/unidentified-chinese-soup/unidentified-chinese-soup-01.jpg,review-needed,unidentified-chinese-soup,dark bowl of Chinese-style soup; exact dish unclear,1880,1254,landscape,58,needs-review,https://www.pexels.com/photo/close-up-of-soup-10692530/,downloaded,review-needed
chinese-food-wonton-soup-37113522.jpg,Chinese-Food/wonton-soup/wonton-soup-01.jpg,Chinese-Food,wonton-soup,wonton soup from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-wonton-soup-in-ceramic-bowl-37113522/,downloaded,food-card
chinese-food-wonton-soup-37185612.jpg,Chinese-Food/wonton-soup/wonton-soup-02.jpg,Chinese-Food,wonton-soup,wonton soup from Pexels search result,1880,1251,landscape,92,unique,https://www.pexels.com/photo/delicious-chinese-soup-with-leafy-greens-in-bowl-37185612/,downloaded,food-card
chinese-food-wonton-soup-30086569.jpg,Chinese-Food/wonton-soup/wonton-soup-03.jpg,Chinese-Food,wonton-soup,wonton soup from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/authentic-asian-vegetable-and-noodle-soup-30086569/,downloaded,food-card
chinese-food-wonton-soup-35157092.jpg,Chinese-Food/wonton-soup/wonton-soup-04.jpg,Chinese-Food,wonton-soup,wonton soup from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-dumpling-soup-in-disposable-bowl-35157092/,downloaded,food-card
chinese-food-spring-rolls-37261945.jpg,Chinese-Food/spring-rolls/spring-rolls-01.jpg,Chinese-Food,spring-rolls,spring rolls from Pexels search result,1635,1300,landscape,92,unique,https://www.pexels.com/photo/delicious-homemade-spring-rolls-on-wooden-plate-37261945/,downloaded,food-card
chinese-food-spring-rolls-37261944.jpg,Chinese-Food/spring-rolls/spring-rolls-02.jpg,Chinese-Food,spring-rolls,spring rolls from Pexels search result,1880,1228,landscape,92,unique,https://www.pexels.com/photo/cooking-spring-rolls-in-frying-pan-37261944/,downloaded,food-card
chinese-food-spring-rolls-6646369.jpg,Chinese-Food/spring-rolls/spring-rolls-03.jpg,Chinese-Food,spring-rolls,spring rolls from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/food-restaurant-dinner-lunch-6646369/,downloaded,food-card
chinese-food-spring-rolls-35407775.jpg,Chinese-Food/spring-rolls/spring-rolls-04.jpg,Chinese-Food,spring-rolls,spring rolls from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/close-up-of-freshly-made-spring-rolls-on-a-tray-35407775/,downloaded,food-card
chinese-food-bao-buns-8093612.jpg,Chinese-Food/steamed-bao-buns/steamed-bao-buns-01.jpg,Chinese-Food,steamed-bao-buns,steamed bao buns in bamboo steamer,1880,1253,landscape,92,unique,https://www.pexels.com/photo/kitchen-table-with-baozi-steamer-baskets-8093612/,downloaded,food-card
chinese-food-bao-buns-33428721.jpg,Chinese-Food/bao-bun-tacos/bao-bun-tacos-01.jpg,Chinese-Food,bao-bun-tacos,bao bun style tacos served with sauces,1880,1253,landscape,92,unique,https://www.pexels.com/photo/gourmet-bao-buns-with-assorted-sauces-33428721/,downloaded,food-card
chinese-food-bao-buns-30708197.jpg,Chinese-Food/bao-bun-tacos/bao-bun-tacos-02.jpg,Chinese-Food,bao-bun-tacos,bao bun style tacos with greens and grilled filling,1880,1253,landscape,92,unique,https://www.pexels.com/photo/delicious-asian-bao-buns-with-crispy-pork-30708197/,downloaded,food-card
chinese-food-bao-buns-7474169.jpg,Chinese-Food/bao-bun-tacos/bao-bun-tacos-03.jpg,Chinese-Food,bao-bun-tacos,bao bun style filled buns with sauce,1880,1253,landscape,92,unique,https://www.pexels.com/photo/sandwich-in-bowl-with-different-food-on-table-7474169/,downloaded,food-card
chinese-food-chow-mein-24738507.jpg,Chinese-Food/chow-mein/chow-mein-01.jpg,Chinese-Food,chow-mein,chow mein from Pexels search result,1733,1300,landscape,92,unique,https://www.pexels.com/photo/close-up-of-chicken-noodles-dish-24738507/,downloaded,food-card
chinese-food-chow-mein-12669951.jpg,Chinese-Food/chow-mein/chow-mein-02.jpg,Chinese-Food,chow-mein,chow mein from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/pasta-on-plate-12669951/,downloaded,food-card
chinese-food-chow-mein-24243345.jpg,Chinese-Food/chow-mein/chow-mein-03.jpg,Chinese-Food,chow-mein,chow mein from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/two-plates-of-spaghetti-24243345/,downloaded,food-card
chinese-food-chow-mein-2347383.jpg,Chinese-Food/chow-mein/chow-mein-04.jpg,Chinese-Food,chow-mein,chow mein from Pexels search result,1880,1254,landscape,92,unique,https://www.pexels.com/photo/stir-fry-noodles-in-bowl-2347383/,downloaded,food-card
western-food-seafood-pasta-24289217.jpg,Western-Food/seafood-pasta/seafood-pasta-01.jpg,Western-Food,seafood-pasta,seafood pasta from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/soup-with-pasta-and-seafood-24289217/,downloaded,food-card
western-food-seafood-pasta-17243892.jpg,Western-Food/seafood-pasta/seafood-pasta-02.jpg,Western-Food,seafood-pasta,seafood pasta from Pexels search result,1733,1300,landscape,92,unique,https://www.pexels.com/photo/pasta-dish-with-mussels-17243892/,downloaded,food-card
western-food-seafood-pasta-18708072.jpg,Western-Food/seafood-pasta/seafood-pasta-03.jpg,Western-Food,seafood-pasta,seafood pasta from Pexels search result,1733,1300,landscape,92,unique,https://www.pexels.com/photo/pasta-with-seafood-18708072/,downloaded,food-card
western-food-seafood-pasta-31261504.jpg,Western-Food/seafood-pasta/seafood-pasta-04.jpg,Western-Food,seafood-pasta,seafood pasta from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/gourmet-seafood-pasta-with-vegetables-31261504/,downloaded,food-card
western-food-grilled-steak-37414034.jpg,Western-Food/grilled-steak/grilled-steak-01.jpg,Western-Food,grilled-steak,grilled steak from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilled-beef-steaks-on-barbecue-in-coesfeld-37414034/,downloaded,food-card
western-food-grilled-steak-34624131.jpg,Western-Food/grilled-steak/grilled-steak-02.jpg,Western-Food,grilled-steak,grilled steak from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/grilling-juicy-steaks-over-open-flame-34624131/,downloaded,food-card
western-food-grilled-steak-8477301.jpg,Western-Food/grilled-steak/grilled-steak-03.jpg,Western-Food,grilled-steak,grilled steak from Pexels search result,1880,1254,landscape,92,unique,https://www.pexels.com/photo/meat-on-charcoal-grill-8477301/,downloaded,food-card
western-food-grilled-steak-27643030.jpg,Western-Food/grilled-steak/grilled-steak-04.jpg,Western-Food,grilled-steak,grilled steak from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-steak-and-fries-on-a-plate-27643030/,downloaded,food-card
western-food-mushroom-pizza-11432059.jpg,Western-Food/mushroom-pizza/mushroom-pizza-01.jpg,Western-Food,mushroom-pizza,mushroom pizza from Pexels search result,1880,1255,landscape,92,unique,https://www.pexels.com/photo/delicious-homemade-mushroom-and-cheese-pizza-11432059/,downloaded,food-card
western-food-mushroom-pizza-5903378.jpg,Western-Food/mushroom-pizza/mushroom-pizza-02.jpg,Western-Food,mushroom-pizza,mushroom pizza from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/pizza-on-brown-wooden-table-5903378/,downloaded,food-card
western-food-mushroom-pizza-6147824.jpg,Western-Food/mushroom-pizza/mushroom-pizza-03.jpg,Western-Food,mushroom-pizza,mushroom pizza from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/pizza-with-mushroom-topping-beside-red-tomatoes-on-a-wooden-surface-6147824/,downloaded,food-card
western-food-mushroom-pizza-17555546.jpg,Western-Food/mushroom-pizza/mushroom-pizza-04.jpg,Western-Food,mushroom-pizza,mushroom pizza from Pexels search result,1880,1255,landscape,92,unique,https://www.pexels.com/photo/close-up-of-champignons-17555546/,downloaded,food-card
western-food-roasted-chicken-37100056.jpg,Western-Food/roasted-chicken/roasted-chicken-01.jpg,Western-Food,roasted-chicken,roasted chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/baked-chicken-with-roasted-vegetables-in-kitchen-37100056/,downloaded,food-card
western-food-roasted-chicken-27643001.jpg,Western-Food/roasted-chicken/roasted-chicken-02.jpg,Western-Food,roasted-chicken,roasted chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/a-person-in-black-gloves-is-cutting-up-a-chicken-27643001/,downloaded,food-card
western-food-roasted-chicken-6163271.jpg,Western-Food/roasted-chicken/roasted-chicken-03.jpg,Western-Food,roasted-chicken,roasted chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/close-up-photo-of-roasted-chicken-6163271/,downloaded,food-card
western-food-roasted-chicken-5718071.jpg,Western-Food/roasted-chicken/roasted-chicken-04.jpg,Western-Food,roasted-chicken,roasted chicken from Pexels search result,1880,1253,landscape,92,unique,https://www.pexels.com/photo/cutting-roasted-chicken-in-close-up-5718071/,downloaded,food-card
